"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,45896,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,48246,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,42151,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,43050,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,47839,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,48910,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,50581,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,51054,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,51997,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,53722,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,55535,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2018","2018","EUR","Euro","6","Millions",,,57700,,
"FIN","Finland","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,58938,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1970","1970","EUR","Euro","6","Millions",,,8022.95,"E","Estimated value"
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1971","1971","EUR","Euro","6","Millions",,,8816.788,"E","Estimated value"
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1972","1972","EUR","Euro","6","Millions",,,10281.898,"E","Estimated value"
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1973","1973","EUR","Euro","6","Millions",,,12514.888,"E","Estimated value"
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1974","1974","EUR","Euro","6","Millions",,,15771.547,"E","Estimated value"
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1975","1975","EUR","Euro","6","Millions",,,18234.712,"E","Estimated value"
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1976","1976","EUR","Euro","6","Millions",,,20698.999,"E","Estimated value"
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1977","1977","EUR","Euro","6","Millions",,,22702.814,"E","Estimated value"
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1978","1978","EUR","Euro","6","Millions",,,25107.391,"E","Estimated value"
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1979","1979","EUR","Euro","6","Millions",,,29129.189,"E","Estimated value"
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1980","1980","EUR","Euro","6","Millions",,,33657,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1981","1981","EUR","Euro","6","Millions",,,38067,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1982","1982","EUR","Euro","6","Millions",,,42803,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1983","1983","EUR","Euro","6","Millions",,,47752,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1984","1984","EUR","Euro","6","Millions",,,53460,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1985","1985","EUR","Euro","6","Millions",,,58245,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1986","1986","EUR","Euro","6","Millions",,,62693,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1987","1987","EUR","Euro","6","Millions",,,67716,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1988","1988","EUR","Euro","6","Millions",,,76723,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1989","1989","EUR","Euro","6","Millions",,,85891,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,90959,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,86899,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,84782,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,85708,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,90749,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,98549,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,102083,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,110807,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,120474,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,126916,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,136442,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,144628,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,148486,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,151749,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,158758,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,164687,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,172897,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,187072,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,194265,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,181747,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,188143,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,197998,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,201037,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,204321,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,206897,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,211385,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,217518,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,225933,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2018","2018","EUR","Euro","6","Millions",,,233662,,
"FIN","Finland","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,240557,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1978","1978","EUR","Euro","6","Millions",,,157562,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1979","1979","EUR","Euro","6","Millions",,,181073,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1980","1980","EUR","Euro","6","Millions",,,209642,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1981","1981","EUR","Euro","6","Millions",,,249675,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1982","1982","EUR","Euro","6","Millions",,,294386,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1983","1983","EUR","Euro","6","Millions",,,330098,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1984","1984","EUR","Euro","6","Millions",,,365348,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1985","1985","EUR","Euro","6","Millions",,,396360,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1986","1986","EUR","Euro","6","Millions",,,422787,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1987","1987","EUR","Euro","6","Millions",,,439280,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1988","1988","EUR","Euro","6","Millions",,,468563,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1989","1989","EUR","Euro","6","Millions",,,493305,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,528166,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,559735,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,594798,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,630501,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,644506,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,667721,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,687256,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,704959,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,715484,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,737347,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,763723,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,795531,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,838298,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,868664,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,902872,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,941123,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,977223,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,1020486,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,1061865,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,1106701,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,1134956,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,1158670,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,1192859,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,1211621,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,1229958,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,1248656,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,1265864,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,1297459,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2018","2018","EUR","Euro","6","Millions",,,1314038,,
"FRA","France","GTE","Total General government expenditure","GS13","General government","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,1348519,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1978","1978","EUR","Euro","6","Millions",,,151298,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1979","1979","EUR","Euro","6","Millions",,,179153,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1980","1980","EUR","Euro","6","Millions",,,207706,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1981","1981","EUR","Euro","6","Millions",,,237397,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1982","1982","EUR","Euro","6","Millions",,,277762,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1983","1983","EUR","Euro","6","Millions",,,313570,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1984","1984","EUR","Euro","6","Millions",,,346004,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1985","1985","EUR","Euro","6","Millions",,,373838,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1986","1986","EUR","Euro","6","Millions",,,396741,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1987","1987","EUR","Euro","6","Millions",,,422038,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1988","1988","EUR","Euro","6","Millions",,,444837,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1989","1989","EUR","Euro","6","Millions",,,475534,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,502524,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,528479,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,542759,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,557876,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,580523,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,605484,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,638344,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,657736,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,683329,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,714890,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,744229,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,774316,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,788119,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,803184,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,841688,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,881866,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,932060,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,969306,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,996839,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,967767,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,997546,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,1052566,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,1088816,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,1125153,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,1146017,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,1168959,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,1185174,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,1230059,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2018","2018","EUR","Euro","6","Millions",,,1260522,,
"FRA","France","GTR","Total General government revenue","GS13","General government","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,1275708,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1978","1978","EUR","Euro","6","Millions",,,80057,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1979","1979","EUR","Euro","6","Millions",,,91784,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1980","1980","EUR","Euro","6","Millions",,,106568,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1981","1981","EUR","Euro","6","Millions",,,127236,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1982","1982","EUR","Euro","6","Millions",,,149815,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1983","1983","EUR","Euro","6","Millions",,,169311,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1984","1984","EUR","Euro","6","Millions",,,186869,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1985","1985","EUR","Euro","6","Millions",,,202549,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1986","1986","EUR","Euro","6","Millions",,,213560,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1987","1987","EUR","Euro","6","Millions",,,220682,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1988","1988","EUR","Euro","6","Millions",,,233939,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1989","1989","EUR","Euro","6","Millions",,,242402,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,257122,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,267712,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,284201,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,307123,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,310510,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,317805,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,325537,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,336317,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,333922,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,346999,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,351108,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,368781,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,388889,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,391834,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,410150,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,418704,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,415900,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,435292,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,454394,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,470278,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,511133,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,485376,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,492639,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,492605,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,499001,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,507544,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,521687,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,537264,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2018","2018","EUR","Euro","6","Millions",,,534270,,
"FRA","France","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,545656,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1978","1978","EUR","Euro","6","Millions",,,78637,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1979","1979","EUR","Euro","6","Millions",,,91766,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1980","1980","EUR","Euro","6","Millions",,,106614,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1981","1981","EUR","Euro","6","Millions",,,122189,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1982","1982","EUR","Euro","6","Millions",,,141468,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1983","1983","EUR","Euro","6","Millions",,,157049,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1984","1984","EUR","Euro","6","Millions",,,170469,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1985","1985","EUR","Euro","6","Millions",,,184969,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1986","1986","EUR","Euro","6","Millions",,,197579,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1987","1987","EUR","Euro","6","Millions",,,208509,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1988","1988","EUR","Euro","6","Millions",,,216716,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1989","1989","EUR","Euro","6","Millions",,,229939,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,237963,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,249639,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,248600,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,249659,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,257065,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,268147,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,282251,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,290546,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,299151,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,315676,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,318950,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,336230,,
"FRA","France","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,334102,,
